,claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight
5155,12962,68,M,1.0,73,42200,1,1,Own,15050,12/22/2015,Tuesday,Parking Lot,0,0.0,11,Broker,0,2692.589719,3.0,Large,5067.035201,red,17820.68522
5119,12865,56,M,0.0,67,40252,1,1,Rent,15001,3/10/2016,Thursday,Parking Lot,0,0.0,8,Broker,0,7147.437381999999,4.0,Large,33183.38206,gray,11754.01133
4927,12363,38,F,0.0,63,36379,1,1,Own,15060,5/29/2016,Sunday,Parking Lot,2,0.0,69,Broker,1,3390.788104,5.0,Medium,18752.82746,other,31255.11852
9729,24383,49,M,0.0,78,38902,1,0,Own,85037,5/15/2015,Friday,Parking Lot,0,1.0,48,Broker,0,3022.650327,8.0,Medium,10345.55197,red,17406.244459999998
8312,20852,53,M,1.0,75,39690,0,0,Own,15022,9/13/2016,Tuesday,Local,0,0.0,98,Broker,1,4074.319556,7.0,Compact,13584.201119999998,gray,33228.17987
8079,20262,45,M,1.0,65,38072,1,0,Own,50021,8/29/2016,Monday,Local,0,0.0,44,Broker,0,4592.3869030000005,8.0,Large,14468.65056,red,5277.865589999999
11107,27716,28,F,1.0,83,33328,1,0,Own,20148,11/6/2015,Friday,Parking Lot,0,0.0,19,Broker,0,4423.861849,5.0,Large,18550.60253,black,35652.19684
11904,29789,46,M,1.0,90,38272,1,0,Own,80022,5/11/2016,Wednesday,Parking Lot,0,0.0,50,Broker,0,5320.715354,6.0,Large,15286.4757,gray,18449.77108
5300,13341,50,M,1.0,52,39138,1,1,Own,15021,6/15/2015,Monday,Parking Lot,0,0.0,15,Phone,0,9796.528056,10.0,Medium,15266.69234,red,12006.37546
9879,24771,37,M,1.0,86,36097,1,1,Own,80020,5/18/2015,Monday,Parking Lot,0,0.0,52,Broker,1,3708.750927000001,6.0,Large,24501.4095,blue,15456.2884
997,2523,40,F,1.0,88,36901,1,1,Own,50001,12/15/2016,Thursday,Highway,0,0.0,0,Broker,0,5557.152251,4.0,Large,12697.09032,silver,16793.48927
6987,17533,22,F,1.0,93,30919,1,1,Rent,15021,4/12/2015,Sunday,Local,1,1.0,78,Online,0,7765.783998999999,5.0,Large,46990.16338,other,27956.62782
10563,26424,37,F,1.0,80,36102,1,1,Own,80001,9/2/2016,Friday,Highway,1,1.0,95,Phone,1,3669.942439,4.0,Large,27205.32598,silver,32655.06264
4730,11914,50,F,1.0,92,39135,1,1,Rent,80042,9/26/2016,Monday,Parking Lot,0,0.0,90,Broker,1,12385.57127,5.0,Medium,46418.20624,other,21157.31362
10192,25509,68,F,1.0,67,42181,0,0,Own,85024,12/27/2015,Sunday,Local,3,1.0,63,Broker,0,10966.99331,3.0,Compact,41973.2825,other,85888.62763999999
8573,21480,36,M,0.0,93,35835,0,0,Own,15001,1/18/2015,Sunday,Local,0,0.0,12,Phone,1,6198.263648,4.0,Large,21192.76605,blue,20156.44717
5076,12774,38,F,1.0,85,36376,1,1,Rent,15021,8/26/2016,Friday,Local,2,1.0,38,Phone,1,2556.926625,5.0,Compact,22170.338,red,11981.21794
7419,18647,61,F,1.0,69,41103,0,1,Own,80028,10/7/2015,Wednesday,Local,0,0.0,31,Online,1,3912.72502,8.0,Compact,36004.95711,black,21878.67776
4569,11515,52,M,1.0,85,39503,1,1,Own,20109,4/12/2015,Sunday,Parking Lot,0,0.0,99,Broker,1,9343.902436,2.0,Large,16426.336069999998,white,13388.76231
8733,21875,44,F,1.0,69,37840,0,1,Rent,80017,5/31/2016,Tuesday,Local,0,0.0,95,Phone,1,5165.454179,4.0,Large,9435.29938,black,37095.26844
1202,3024,60,F,1.0,88,40928,0,1,Rent,85012,3/20/2016,Sunday,Parking Lot,0,0.0,98,Broker,1,1330.374656,4.0,Medium,37796.58636,white,7858.802054000001
3887,9814,39,F,0.0,91,36641,1,0,Own,50009,4/23/2016,Saturday,Highway,0,0.0,48,Broker,0,9807.780195,4.0,Compact,16227.06188,gray,22502.8496
10428,26094,30,M,1.0,92,34010,1,0,Own,85072,11/6/2016,Sunday,Local,0,0.0,31,Phone,1,1501.1219,3.0,Compact,20942.97015,white,20679.60998
3554,8988,74,F,1.0,89,43023,1,1,Own,85015,12/10/2016,Saturday,Parking Lot,0,0.0,100,Phone,0,5434.293882,7.0,Compact,32006.52585,blue,27241.30751
5541,13942,24,M,1.0,84,31765,0,1,Rent,85028,3/4/2015,Wednesday,Local,0,0.0,100,Online,1,6620.95625,6.0,Large,13199.4859,black,41676.98697
2680,6703,50,M,0.0,70,39121,0,1,Own,85013,2/16/2015,Monday,Parking Lot,0,0.0,71,Broker,0,8781.36011,6.0,Medium,7167.252565000001,silver,18969.07877
6493,16274,36,F,0.0,86,35845,0,0,Rent,50047,12/27/2016,Tuesday,Local,0,0.0,67,Online,0,3853.532922,3.0,Large,37384.69193,other,26496.87448
9192,23083,45,M,1.0,86,38067,1,0,Rent,80007,7/3/2015,Friday,Parking Lot,0,0.0,44,Broker,1,4080.591536,3.0,Medium,34496.182010000004,white,30085.28755
6531,16378,22,F,0.0,73,30882,0,1,Rent,15014,6/2/2015,Tuesday,Highway,0,0.0,49,Online,1,6019.396947,1.0,Medium,7236.571706000001,red,18267.8204
9095,22782,35,F,1.0,63,35545,1,1,Rent,85018,2/22/2015,Sunday,Local,0,1.0,19,Phone,1,6490.768782,1.0,Compact,13401.45121,white,23811.0193
2662,6650,28,F,1.0,97,33338,1,0,Rent,50012,1/11/2015,Sunday,Local,0,0.0,75,Online,1,2976.83593,1.0,Large,10438.31817,gray,11621.00999
7160,17949,56,F,1.0,48,40266,1,1,Rent,15059,10/22/2016,Saturday,Local,0,0.0,38,Broker,0,8799.755273,5.0,Medium,22006.33664,black,11787.1391
9524,23865,53,M,1.0,89,39709,1,0,Own,80033,8/1/2016,Monday,Parking Lot,1,0.0,40,Phone,1,3247.869193,6.0,Medium,36996.89508,black,21902.49825
474,1203,63,F,1.0,89,41422,1,1,Rent,50011,5/31/2015,Sunday,Local,1,0.0,87,Broker,1,2837.801583,11.0,Large,54805.142210000005,black,20683.10422
1313,3284,62,F,1.0,59,41278,1,1,Own,85045,9/15/2016,Thursday,Parking Lot,0,0.0,2,Phone,1,7952.61312,8.0,Medium,20333.00299,white,32525.3721
4155,10479,44,M,1.0,82,37836,1,1,Rent,85028,11/19/2015,Thursday,Local,1,0.0,4,Phone,0,4811.873781,4.0,Large,20725.51334,gray,13338.29938
6160,15459,53,M,1.0,89,39710,1,1,Own,20164,2/24/2016,Wednesday,Parking Lot,1,0.0,74,Online,1,3806.910689,10.0,Medium,3194.95782,other,29064.05302
11343,28320,53,M,1.0,91,39699,1,1,Own,15060,3/14/2015,Saturday,Local,0,0.0,21,Broker,0,2099.691711,8.0,Large,30510.28197,black,18078.55574
8837,22115,34,F,1.0,59,35264,1,0,Rent,50058,4/7/2015,Tuesday,Local,0,0.0,18,Broker,0,7579.208468000001,5.0,Compact,48974.31284,black,16643.89651
2989,7509,61,F,1.0,88,41108,1,0,Own,85002,1/24/2015,Saturday,Parking Lot,0,0.0,31,Phone,1,4145.968008,6.0,Medium,45595.06139,white,46896.41869
9043,22652,39,F,0.0,66,36633,1,1,Own,20109,3/11/2015,Wednesday,Highway,0,0.0,7,Broker,0,2974.88972,2.0,Medium,34798.47381,silver,9034.763665
11591,28959,66,F,1.0,70,41895,1,1,Own,20105,11/24/2015,Tuesday,Highway,0,0.0,47,Broker,1,3504.623297,6.0,Compact,27587.66873,white,27897.85475
11719,29272,67,M,0.0,83,42052,1,1,Own,20110,8/1/2016,Monday,Local,0,0.0,97,Broker,1,3430.279821,6.0,Medium,28888.83031,blue,34822.2724
595,1526,36,F,1.0,88,35832,1,0,Own,85078,3/31/2016,Thursday,Parking Lot,0,0.0,48,Phone,0,5563.0781560000005,4.0,Medium,11514.58801,silver,33159.26614
5230,13156,48,M,0.0,92,38726,1,1,Own,15006,2/8/2016,Monday,Parking Lot,1,0.0,25,Broker,1,2752.05666,3.0,Large,10835.7059,silver,20958.8761
9480,23767,48,F,1.0,51,38714,1,1,Rent,85032,11/14/2016,Monday,Local,0,0.0,25,Phone,0,3901.547787,3.0,Medium,28462.848960000003,silver,13439.60259
10317,25825,54,F,1.0,64,39892,1,1,Rent,80025,1/4/2016,Monday,Local,0,0.0,97,Broker,0,3815.203306,5.0,Large,10808.08682,silver,38258.1606
11113,27727,53,F,0.0,90,39706,0,1,Rent,15019,8/6/2015,Thursday,Parking Lot,0,0.0,99,Phone,1,5949.925622,4.0,Compact,8763.528557,other,38054.76363
9490,23786,38,F,1.0,68,36370,1,1,Own,50012,7/10/2015,Friday,Parking Lot,0,0.0,0,Broker,0,5652.893087,5.0,Compact,21485.11686,white,17171.92929
7124,17865,30,F,0.0,64,34013,1,0,Own,20160,2/16/2015,Monday,Parking Lot,0,0.0,46,Broker,1,4601.845098,2.0,Large,9037.907893,red,17758.17127
11521,28786,29,M,0.0,66,33670,0,0,Rent,20101,6/29/2016,Wednesday,Parking Lot,1,0.0,50,Online,1,5033.501297,7.0,Large,8964.375431999999,black,44573.75827
4081,10328,42,M,0.0,95,37381,0,1,Own,50035,1/9/2016,Saturday,Local,0,0.0,18,Broker,1,6103.473065,4.0,Medium,19029.27971,gray,40878.91722
4968,12469,46,M,1.0,87,38285,0,1,Own,15025,4/13/2016,Wednesday,Local,0,0.0,4,Broker,0,2102.044267,3.0,Compact,45929.21522,black,21794.22653
1199,3018,48,M,1.0,78,38695,0,1,Own,15035,12/7/2016,Wednesday,Local,1,0.0,64,Phone,0,3105.589165,7.0,Compact,8416.472034999999,silver,38042.13663
10445,26139,34,F,0.0,70,35282,0,0,Own,50032,7/20/2016,Wednesday,Local,0,0.0,20,Online,1,2951.987775,8.0,Large,40036.93913,gray,15438.36374
8765,21963,28,F,1.0,72,33317,1,0,Rent,15012,10/24/2016,Monday,Local,1,0.0,79,Online,0,7653.661790999999,2.0,Large,40847.23437,gray,19362.98092
6705,16791,41,F,1.0,51,37143,0,1,Rent,50005,12/21/2016,Wednesday,Local,1,0.0,86,Phone,0,8722.932412999999,5.0,Medium,13909.39239,blue,19143.04389
3587,9050,28,F,0.0,60,33328,1,1,Rent,50006,3/4/2016,Friday,Local,1,0.0,23,Broker,1,2632.4239620000003,4.0,Large,17687.12511,black,33397.04687
5643,14207,51,M,1.0,78,39316,1,1,Rent,85018,1/4/2016,Monday,Local,0,0.0,78,Broker,0,3223.8746100000003,5.0,Compact,12222.26657,white,28681.084
2897,7288,53,M,1.0,65,39693,0,0,Own,80023,1/18/2016,Monday,Parking Lot,2,0.0,47,Broker,0,9278.351227,2.0,Large,4229.106065999999,white,9775.746961
5556,13988,34,M,0.0,75,35235,0,0,Own,80019,11/10/2015,Tuesday,Highway,0,1.0,60,Phone,0,5890.459643,4.0,Large,6076.012296,red,12918.05803
2164,5380,44,M,1.0,73,37835,1,1,Own,80011,8/27/2015,Thursday,Parking Lot,0,0.0,84,Broker,0,4234.209086,9.0,Large,25501.75201,black,19989.60752
10575,26458,34,M,1.0,65,35269,1,1,Own,80023,11/7/2015,Saturday,Parking Lot,2,0.0,57,Phone,1,4257.790098,5.0,Large,13880.82324,black,13219.08072
11333,28301,50,F,1.0,71,39113,1,0,Rent,80031,8/8/2015,Saturday,Local,0,0.0,1,Phone,0,5532.5204,5.0,Large,43992.08188,red,17093.89653
78,207,54,F,0.0,79,39910,1,1,Own,80005,5/27/2015,Wednesday,Highway,0,0.0,32,Phone,1,8093.500512,10.0,Medium,34694.52214,blue,12470.68379
4655,11722,45,F,0.0,89,38053,0,0,Own,20131,6/7/2016,Tuesday,Highway,0,0.0,96,Broker,1,8435.276884,4.0,Compact,6128.762261,red,12605.15003
4244,10687,42,M,1.0,42,37370,0,1,Rent,85064,2/3/2015,Tuesday,Highway,3,0.0,22,Broker,1,1272.793894,3.0,Large,12082.86505,black,25524.31043
6580,16506,40,F,0.0,78,36890,1,0,Rent,80003,9/24/2016,Saturday,Parking Lot,1,0.0,97,Broker,0,2405.056842,3.0,Compact,14227.621469999998,white,21826.60807
1564,3921,33,M,0.0,93,34945,1,1,Rent,50008,1/22/2015,Thursday,Highway,2,0.0,84,Phone,1,8571.265797,4.0,Compact,9000.732149,blue,27486.19725
10883,27213,49,F,1.0,66,38927,1,1,Own,15027,8/4/2016,Thursday,Highway,0,0.0,7,Broker,1,5218.600992000001,2.0,Medium,41662.07416,other,8789.579025
9971,24976,42,M,1.0,72,37385,1,0,Own,80002,1/13/2016,Wednesday,Local,0,0.0,95,Broker,1,2903.443513,3.0,Large,20530.39704,black,23617.74242
2339,5855,41,M,1.0,76,37139,0,0,Rent,20111,7/3/2016,Sunday,Parking Lot,0,0.0,45,Broker,0,11378.46754,5.0,Medium,16616.31348,red,19711.79611
6151,15435,36,M,1.0,85,35830,1,0,Rent,15035,11/18/2015,Wednesday,Highway,0,0.0,89,Broker,0,3019.2307140000003,7.0,Compact,13049.79561,silver,28993.1168
2162,5375,49,M,1.0,61,38944,1,0,Rent,20152,10/27/2015,Tuesday,Local,0,0.0,22,Phone,0,4387.746522,1.0,Compact,50387.36398,red,31000.230260000004
4114,10399,49,M,1.0,69,38904,1,1,Own,80018,4/20/2016,Wednesday,Highway,1,1.0,16,Broker,1,2631.665629,1.0,Medium,40722.66668,black,18219.75208
8560,21447,49,M,1.0,72,38911,1,1,Own,50001,5/18/2015,Monday,Parking Lot,1,0.0,11,Broker,0,8590.741025,4.0,Medium,26405.15375,silver,19557.69846
5932,14869,27,F,1.0,38,32959,1,0,Rent,50054,8/14/2016,Sunday,Local,0,0.0,87,Online,0,7788.499193000001,4.0,Medium,23972.98235,red,14958.37746
1329,3324,34,F,0.0,97,35246,1,0,Own,85036,7/2/2016,Saturday,Parking Lot,0,0.0,0,Broker,1,5330.017588000001,5.0,Compact,15135.10095,blue,38304.34635
7919,19849,26,F,0.0,78,32602,1,1,Rent,85034,8/10/2015,Monday,Parking Lot,0,0.0,70,Online,0,4470.451779,1.0,Large,45388.15893,silver,13093.38343
4622,11647,45,M,1.0,66,38071,1,0,Rent,85068,3/22/2016,Tuesday,Highway,0,0.0,70,Broker,0,3126.258554,9.0,Compact,13482.33131,other,13202.62088
9720,24363,24,M,0.0,59,31778,1,1,Rent,80035,1/14/2016,Thursday,Local,1,0.0,50,Online,1,6700.302143999999,8.0,Medium,51970.14133,other,18449.37536
3319,8373,39,F,1.0,77,36626,1,0,Rent,80017,12/9/2016,Friday,Local,0,0.0,89,Broker,0,4965.910104,2.0,Large,36604.66252,white,9021.772627
10516,26302,55,M,1.0,63,40070,0,1,Own,85037,4/6/2016,Wednesday,Highway,0,1.0,55,Phone,1,3638.300199,3.0,Medium,18128.73858,red,51501.52421
6600,16551,52,F,1.0,72,39502,1,1,Rent,15012,3/31/2015,Tuesday,Parking Lot,0,0.0,57,Broker,1,1224.9745369999998,3.0,Medium,17563.66732,red,17681.60627
7724,19391,34,M,1.0,48,35257,1,1,Own,15010,11/12/2015,Thursday,Local,1,0.0,60,Phone,1,7355.677109,8.0,Large,17088.33806,blue,41767.57198
2833,7102,51,F,1.0,29,39320,1,1,Own,20152,4/13/2015,Monday,Local,0,0.0,100,Broker,1,4741.79911,7.0,Compact,14783.44857,other,26211.26653
11177,27867,41,M,0.0,81,37139,1,1,Own,20124,3/1/2015,Sunday,Parking Lot,2,0.0,34,Phone,0,12404.39773,5.0,Compact,11583.69049,blue,19802.04083
4930,12372,41,F,0.0,82,37140,1,1,Rent,80107,12/30/2016,Friday,Local,1,0.0,71,Phone,1,4685.755072999999,6.0,Compact,3304.789695,red,30225.86999
10131,25360,35,M,1.0,84,35554,1,1,Own,15052,6/24/2015,Wednesday,Local,1,0.0,1,Broker,0,2800.528217,7.0,Medium,22512.71945,blue,15910.61205
10282,25733,25,M,1.0,77,32186,1,1,Rent,15025,2/11/2015,Wednesday,Highway,1,0.0,36,Online,1,9539.421345,5.0,Compact,29393.34084,white,15448.15918
7913,19831,41,F,0.0,67,37122,1,1,Own,20108,2/9/2016,Tuesday,Highway,0,1.0,37,Broker,1,4950.995827000001,4.0,Compact,6470.0752,red,53993.63777
287,709,26,F,1.0,46,32585,1,0,Rent,80028,3/12/2015,Thursday,Parking Lot,0,0.0,51,Online,1,5670.474397999999,5.0,Large,22293.43338,red,20875.05415
3469,8762,35,M,1.0,70,35548,1,0,Own,85026,8/27/2016,Saturday,Parking Lot,0,1.0,50,Broker,1,4074.901425,2.0,Compact,27868.20069,white,6216.266846
3224,8106,51,F,1.0,54,39296,1,1,Own,85031,12/20/2016,Tuesday,Highway,0,0.0,26,Online,0,6660.296761,5.0,Medium,25423.89008,blue,60111.73382
2004,4997,28,M,1.0,66,33322,1,0,Rent,50052,12/15/2016,Thursday,Parking Lot,1,0.0,69,Online,1,3154.075698,0.0,Medium,34667.49995,red,30198.31018
4778,12011,30,F,1.0,71,34019,1,0,Rent,20111,10/13/2015,Tuesday,Parking Lot,0,1.0,1,Phone,1,2750.513445,3.0,Compact,11137.43254,silver,27934.292360000003
7306,18354,42,M,1.0,88,37389,0,0,Own,80012,10/20/2016,Thursday,Local,0,0.0,32,Broker,1,4246.142382999999,7.0,Large,13584.3604,other,19332.22514
117,297,56,M,1.0,83,40242,1,1,Rent,20148,10/19/2016,Wednesday,Local,0,1.0,27,Phone,0,4511.907190999999,3.0,Medium,10883.7118,red,11807.93998
1638,4092,34,M,0.0,81,35255,1,1,Own,20115,3/1/2015,Sunday,Local,0,0.0,7,Broker,1,3127.840343,1.0,Large,6136.092418,other,27958.24729
7715,19379,20,F,0.0,51,29937,1,1,Rent,20147,11/8/2016,Tuesday,Local,3,0.0,21,Online,1,2720.935071,3.0,Medium,45173.7566,blue,24783.04768
401,1024,41,M,1.0,52,37147,1,1,Rent,85005,8/23/2015,Sunday,Parking Lot,0,0.0,35,Broker,0,3126.499251,0.0,Medium,27082.085810000004,other,23881.49036
8929,22370,37,F,0.0,70,36102,1,1,Rent,80015,4/10/2016,Sunday,Highway,2,0.0,16,Broker,1,6324.764664,4.0,Large,14389.76901,red,26355.84162
4062,10264,45,M,0.0,58,38079,1,0,Own,20149,11/9/2015,Monday,Highway,0,0.0,9,Online,0,4104.11942,3.0,Compact,19174.83932,silver,12942.23106
4064,10270,19,F,0.0,87,29432,1,0,Own,20106,4/25/2016,Monday,Local,0,0.0,0,Phone,0,4090.066248,6.0,Medium,34349.7746,other,43098.69652
677,1747,20,F,1.0,84,29952,1,1,Rent,85046,7/15/2015,Wednesday,Local,1,1.0,50,Online,1,4947.859547,1.0,Compact,22919.2174,gray,22480.63689
9635,24169,27,F,1.0,90,32952,1,1,Rent,15012,3/31/2016,Thursday,Local,0,1.0,50,Online,1,3400.992591,6.0,Compact,17414.056790000002,black,6375.912529
4861,12229,28,M,1.0,87,33346,0,0,Rent,85011,2/8/2015,Sunday,Local,1,0.0,89,Phone,1,6190.691653,9.0,Medium,30523.63053,silver,26219.84442
8207,20599,46,M,0.0,75,38304,1,0,Own,15028,7/24/2015,Friday,Local,2,0.0,81,Phone,1,3856.151685,3.0,Compact,42089.17177,silver,11628.76354
3979,10069,49,F,0.0,84,38928,1,1,Own,50003,10/7/2015,Wednesday,Parking Lot,0,0.0,79,Phone,1,3399.573827,6.0,Medium,23266.90352,silver,11888.81357
9632,24156,25,M,0.0,77,32195,0,0,Rent,80105,4/13/2016,Wednesday,Parking Lot,1,0.0,22,Online,0,6489.034737,2.0,Medium,34824.789730000004,white,26743.27711
9141,22929,51,F,0.0,63,39321,0,1,Own,20132,3/17/2015,Tuesday,Local,0,1.0,91,Phone,1,1378.9043789999998,1.0,Medium,20801.82131,red,11824.83849
6732,16860,51,F,0.0,92,39308,0,0,Own,80017,11/20/2016,Sunday,Local,3,1.0,21,Phone,1,4899.668174,7.0,Compact,37401.1957,blue,13021.90974
7107,17824,44,M,1.0,87,37838,1,0,Rent,85045,3/1/2016,Tuesday,Local,0,0.0,11,Broker,0,5343.954824,2.0,Medium,15575.90317,blue,10649.45508
1104,2777,27,M,0.0,71,32979,1,0,Own,85011,7/22/2015,Wednesday,Parking Lot,1,0.0,6,Online,0,4853.120893,4.0,Large,22043.23024,red,12036.70375
7071,17728,34,M,0.0,76,35260,1,0,Own,80005,8/17/2015,Monday,Parking Lot,1,0.0,56,Phone,1,8086.221518,4.0,Medium,25730.91376,blue,26872.935360000003
11197,27930,42,M,0.0,85,37389,1,0,Own,80014,7/24/2016,Sunday,Local,1,0.0,69,Phone,1,3865.413117,5.0,Large,16515.56397,other,37354.60122
9675,24269,48,M,1.0,85,38717,0,1,Own,85018,8/24/2016,Wednesday,Local,0,1.0,20,Phone,0,10614.64519,4.0,Large,19335.80237,other,17745.1975
4063,10268,70,F,1.0,84,42491,1,0,Own,80042,10/20/2015,Tuesday,Local,0,0.0,33,Broker,0,5032.935181,2.0,Medium,21329.19227,silver,16954.64893
6969,17476,61,F,0.0,72,41101,1,0,Rent,20116,2/18/2016,Thursday,Local,0,0.0,64,Broker,0,1969.105848,1.0,Large,14259.906,black,30499.876310000003
8475,21250,38,M,1.0,66,36371,1,1,Own,80022,11/12/2016,Saturday,Parking Lot,0,0.0,7,Broker,1,7242.255536,10.0,Large,18387.43966,silver,10406.04807
7596,19113,48,M,1.0,77,38711,1,0,Own,20129,8/25/2015,Tuesday,Local,0,0.0,91,Broker,1,4369.628753,9.0,Compact,12145.03002,red,34226.69535
10540,26362,56,F,1.0,83,40249,0,1,Own,15025,10/18/2015,Sunday,Parking Lot,1,0.0,100,Phone,1,3842.76309,2.0,Large,35728.56126,other,21764.09088
8355,20950,40,M,1.0,39,36881,1,0,Rent,80105,3/8/2015,Sunday,Local,1,0.0,91,Phone,1,4882.373723,5.0,Large,19465.46923,gray,15310.67143
11854,29642,53,F,1.0,66,39697,1,1,Own,15025,12/22/2016,Thursday,Local,1,0.0,25,Broker,0,5000.296042,4.0,Large,22377.40872,silver,28147.38207
2564,6407,42,M,1.0,63,37381,0,1,Own,85082,7/29/2016,Friday,Parking Lot,0,1.0,10,Broker,0,7355.729668000001,5.0,Large,13995.35621,other,34122.93456
3251,8178,54,F,1.0,85,39910,1,1,Own,85023,8/1/2016,Monday,Local,0,1.0,34,Online,0,4802.514117000001,5.0,Compact,23776.12991,red,20685.89679
7394,18589,57,F,0.0,77,40435,1,1,Rent,20109,3/29/2015,Sunday,Local,0,0.0,49,Online,0,3786.556584,5.0,Compact,24654.73931,white,28338.83087
5934,14872,46,M,1.0,45,38299,0,1,Rent,15001,4/14/2015,Tuesday,Parking Lot,0,0.0,40,Broker,0,1775.0762129999998,5.0,Medium,16998.680269999997,other,21963.39055
3795,9581,40,F,1.0,71,36879,1,0,Own,20102,9/24/2016,Saturday,Local,0,1.0,52,Phone,1,6402.066674000001,10.0,Medium,20533.0807,other,30308.31428
4389,11088,53,F,1.0,89,39688,1,1,Own,85063,7/8/2016,Friday,Highway,2,0.0,46,Broker,1,4268.742107,1.0,Medium,43767.57136,black,24685.99476
5487,13810,50,F,0.0,77,39128,0,1,Own,15044,8/2/2016,Tuesday,Parking Lot,0,0.0,95,Phone,0,2498.261897,6.0,Compact,14654.61807,blue,14572.05069
7658,19249,43,M,1.0,64,37610,1,1,Own,85026,12/13/2015,Sunday,Local,2,0.0,98,Broker,1,5575.376947,2.0,Medium,8056.403229,gray,10897.4109
3839,9706,38,F,1.0,68,36383,1,0,Rent,50002,4/15/2016,Friday,Highway,0,0.0,1,Phone,0,6978.376184000001,5.0,Compact,17121.266069999998,black,33976.71474
11398,28454,67,F,1.0,19,42070,1,1,Own,20155,6/21/2016,Tuesday,Local,0,0.0,92,Phone,0,5398.540546,6.0,Medium,27502.82029,gray,13388.03873
10665,26670,39,M,1.0,74,36636,1,0,Rent,20135,3/15/2016,Tuesday,Local,0,0.0,5,Phone,0,4206.874246,6.0,Large,18679.54645,red,95889.81896
6110,15324,64,F,1.0,69,41578,0,1,Own,80001,2/10/2016,Wednesday,Local,2,0.0,48,Broker,0,8782.446672,7.0,Compact,22266.33367,blue,12909.84131
5807,14587,47,M,0.0,66,38500,1,1,Own,50025,2/25/2016,Thursday,Local,0,0.0,4,Phone,1,5506.379722,5.0,Compact,25898.2564,blue,10863.86918
6232,15633,61,F,1.0,78,41114,0,0,Own,50022,3/6/2016,Sunday,Local,3,0.0,74,Phone,1,3675.064474,4.0,Large,17834.4736,black,16748.22897
7944,19903,41,F,1.0,75,37135,1,1,Own,20134,9/18/2015,Friday,Parking Lot,0,0.0,100,Phone,1,6609.247956,5.0,Compact,42041.7221,white,30590.6068
895,2255,39,F,1.0,72,36639,0,1,Rent,50051,1/4/2015,Sunday,Parking Lot,0,0.0,60,Phone,0,2765.916372,8.0,Large,24109.45197,gray,20033.42832
3041,7623,59,M,0.0,59,40766,1,1,Own,50008,9/17/2016,Saturday,Highway,2,0.0,96,Phone,1,4406.145079999999,3.0,Large,5671.711840999999,white,28692.81298
4475,11303,42,F,1.0,84,37361,1,1,Rent,80031,3/22/2016,Tuesday,Highway,1,0.0,28,Broker,1,8034.249164,5.0,Large,45117.11606,white,15279.025
7850,19670,56,F,1.0,67,40250,0,1,Rent,15022,9/5/2016,Monday,Parking Lot,2,0.0,2,Phone,1,10374.26032,10.0,Medium,11031.90694,silver,14468.30433
5326,13400,35,F,1.0,90,35550,1,1,Own,50054,2/18/2016,Thursday,Local,0,0.0,28,Broker,0,9309.845248,3.0,Large,33419.84827,black,6078.050961
2937,7388,32,F,1.0,71,34648,1,1,Rent,15044,4/14/2016,Thursday,Local,0,0.0,80,Broker,1,3652.439379,5.0,Large,15663.95096,black,53256.03224
5154,12960,41,F,1.0,46,37131,1,0,Own,50055,7/19/2016,Tuesday,Local,0,0.0,56,Broker,0,6667.157684000001,5.0,Compact,53972.76167000001,white,37561.80783
3621,9136,31,M,1.0,64,34349,1,0,Own,15046,10/4/2015,Sunday,Local,1,0.0,56,Phone,1,6981.289508,2.0,Large,30515.865510000003,gray,6958.300555
10272,25711,63,F,1.0,79,41415,1,0,Own,15012,2/9/2016,Tuesday,Local,2,0.0,46,Broker,1,4171.110429,5.0,Large,20718.19016,other,34473.43292
473,1202,34,F,1.0,85,35276,1,0,Own,20101,1/20/2015,Tuesday,Highway,0,0.0,1,Phone,0,4061.311065,5.0,Medium,5535.5142,silver,25486.96611
9287,23310,47,M,1.0,83,38506,1,1,Own,50025,3/5/2015,Thursday,Local,0,1.0,55,Phone,1,4482.395333,7.0,Medium,26529.96294,white,12753.92998
9160,23002,43,M,0.0,85,37612,1,0,Own,20160,9/6/2016,Tuesday,Highway,0,0.0,96,Broker,0,4600.895404999999,8.0,Medium,29647.31793,white,6431.521212
8591,21516,30,M,0.0,97,34006,0,1,Own,50052,12/20/2015,Sunday,Local,0,1.0,77,Phone,0,2555.671008,5.0,Medium,36378.69289,red,16766.32834
7002,17571,44,F,0.0,78,37848,1,0,Own,20152,3/14/2016,Monday,Local,1,0.0,100,Phone,1,9611.438489,5.0,Medium,22787.60882,white,20167.76663
3557,8992,36,F,1.0,98,35829,1,0,Rent,15028,8/1/2015,Saturday,Local,1,0.0,0,Broker,0,3887.929595000001,2.0,Medium,28501.775510000003,other,23063.87049
1826,4555,38,F,0.0,76,36365,1,1,Own,80004,1/14/2015,Wednesday,Local,0,0.0,8,Broker,1,2650.468723,2.0,Compact,10773.52869,gray,44241.55696
1055,2663,63,F,1.0,60,41444,0,1,Own,50021,4/25/2016,Monday,Highway,0,0.0,0,Broker,0,4426.692905,4.0,Compact,40816.75525,silver,22856.22801
